Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Credit amount,Duration,Purpose
496,29,1,3,2,2,9034,36,furniture/equipment
497,40,1,2,0,1,1585,24,furniture/equipment
498,32,1,1,0,1,1301,18,radio/TV
499,28,1,2,0,2,1323,6,car
500,27,0,2,0,1,3123,24,car
501,42,1,2,1,1,5493,36,car
502,49,1,2,0,2,1126,9,radio/TV
503,38,1,2,0,2,1216,24,radio/TV
504,24,0,2,2,1,1207,24,car
505,27,1,1,0,4,1309,10,car
506,36,1,2,0,4,2360,15,car
507,34,1,3,0,2,6850,15,car
508,28,1,2,0,1,1413,24,radio/TV
509,45,1,3,0,2,8588,39,car
510,26,1,2,0,1,759,12,car
511,32,1,3,1,1,4686,36,car
512,26,1,2,2,1,2687,15,business
513,20,1,2,2,1,585,12,radio/TV
514,54,1,2,0,1,2255,24,car
515,37,0,2,0,1,609,6,car
516,40,1,1,0,1,1361,6,car
517,23,0,2,2,1,7127,36,furniture/equipment
518,43,1,2,0,2,1203,6,car
519,36,1,2,1,1,700,6,radio/TV
520,44,1,2,1,1,5507,24,repairs
521,24,0,2,0,1,3190,18,radio/TV
522,53,1,2,1,1,7119,48,furniture/equipment
523,23,0,2,0,2,3488,24,car
524,26,0,1,0,1,1113,18,radio/TV
525,30,1,2,0,1,7966,26,car
526,31,0,2,0,2,1532,15,education
527,42,1,1,0,1,1503,4,radio/TV
528,31,1,2,2,1,2302,36,radio/TV
529,41,1,1,0,1,662,6,car
530,32,1,2,0,1,2273,36,education
531,28,0,2,2,2,2631,15,car
532,41,1,2,2,1,1503,12,car
533,26,1,2,0,2,1311,24,radio/TV
534,25,1,2,0,1,3105,24,radio/TV
535,33,1,2,2,1,2319,21,education
536,75,0,3,0,1,1374,6,car
537,37,0,2,0,1,3612,18,furniture/equipment
538,42,1,3,1,1,7763,48,car
539,45,0,1,0,1,3049,18,furniture/equipment
540,23,1,2,2,1,1534,12,radio/TV
541,60,1,2,1,1,2032,24,car
542,31,1,2,0,1,6350,30,furniture/equipment
543,34,1,1,0,1,2864,18,furniture/equipment
544,61,1,1,0,1,1255,12,car
545,43,1,2,1,1,1333,24,car
546,37,0,2,0,1,2022,24,car
547,32,1,2,0,1,1552,24,radio/TV
548,24,0,1,0,1,626,12,radio/TV
549,35,1,2,1,4,8858,48,car
550,23,0,2,0,4,996,12,repairs
551,45,1,1,0,4,1750,6,radio/TV
552,34,1,2,0,1,6999,48,radio/TV
553,27,1,2,0,2,1995,12,car
554,67,0,3,0,1,1199,9,education
555,22,1,2,0,1,1331,12,radio/TV
556,28,0,2,0,2,2278,18,car
557,29,0,2,0,1,5003,21,car
558,27,1,2,0,1,3552,24,furniture/equipment
559,31,1,1,0,1,1928,18,furniture/equipment
560,49,1,2,1,1,2964,24,car
561,24,1,1,2,1,1546,24,radio/TV
562,29,0,2,0,1,683,6,radio/TV
563,37,1,2,1,2,12389,36,car
564,37,1,3,0,2,4712,24,business
565,23,0,2,2,2,1553,24,radio/TV
566,36,1,2,0,1,1372,12,car
567,34,1,2,0,3,2578,24,radio/TV
568,41,1,2,0,1,3979,48,radio/TV
569,31,0,2,0,1,6758,48,radio/TV
570,23,0,1,2,1,3234,24,furniture/equipment
571,38,1,2,0,1,5954,30,radio/TV
572,26,0,3,2,1,5433,24,car
573,22,0,1,0,1,806,15,business
574,27,1,1,0,1,1082,9,radio/TV
575,24,0,2,0,1,2788,15,furniture/equipment
576,27,0,2,0,1,2930,12,radio/TV
577,33,0,2,0,1,1927,24,education
578,27,1,2,0,1,2820,36,car
579,27,1,1,0,1,937,24,education
580,30,1,2,0,1,1056,18,car
581,49,1,1,0,1,3124,12,car
582,26,0,2,2,1,1388,9,furniture/equipment
583,33,1,1,2,1,2384,36,repairs
584,52,0,3,1,1,2133,12,car
585,20,0,2,2,1,2039,18,furniture/equipment
586,36,1,2,2,1,2799,9,car
587,21,1,1,0,1,1289,12,furniture/equipment
588,47,1,1,0,1,1217,18,domestic appliances
589,60,1,2,0,1,2246,12,furniture/equipment
590,58,0,1,0,1,385,12,radio/TV
591,42,0,2,2,3,1965,24,car
592,36,0,1,0,3,1572,21,business
593,20,0,1,2,1,2718,24,car
594,40,1,3,0,2,1358,24,vacation/others
595,32,0,1,0,2,931,6,car
596,23,0,2,2,1,1442,24,car
597,36,1,1,0,1,4241,24,business
598,31,1,2,0,1,2775,18,car
599,32,1,2,1,1,3863,24,business
600,45,0,2,0,1,2329,7,radio/TV
601,30,0,2,0,1,918,9,furniture/equipment
602,34,0,1,1,1,1837,24,education
603,28,0,3,0,1,3349,36,furniture/equipment
604,23,0,2,0,1,1275,10,furniture/equipment
605,22,1,2,0,4,2828,24,furniture/equipment
606,74,1,3,0,1,4526,24,business
607,50,0,2,1,2,2671,36,radio/TV
608,33,1,2,0,1,2051,18,radio/TV
609,45,1,2,1,2,1300,15,car
610,22,0,2,0,2,741,12,domestic appliances
611,48,0,1,1,2,1240,10,car
612,29,0,2,0,3,3357,21,radio/TV
613,22,0,2,2,1,3632,24,car
614,22,0,2,0,1,1808,18,furniture/equipment
615,48,1,3,0,1,12204,48,business
616,27,1,3,1,1,9157,60,radio/TV
617,37,1,2,2,1,3676,6,car
618,21,0,2,2,2,3441,30,furniture/equipment
619,49,1,1,0,1,640,12,car
620,27,1,2,0,1,3652,21,business
621,32,1,2,0,1,1530,18,car
622,38,1,2,0,1,3914,48,business
623,22,0,2,2,1,1858,12,furniture/equipment
624,65,1,2,1,1,2600,18,radio/TV
625,35,1,2,0,1,1979,15,radio/TV
626,41,1,2,0,1,2116,6,furniture/equipment
627,29,1,2,0,2,1437,9,car
628,36,1,2,0,4,4042,42,furniture/equipment
629,64,1,1,0,1,3832,9,education
630,28,0,2,0,1,3660,24,radio/TV
631,44,1,2,0,1,1553,18,furniture/equipment
632,23,1,2,0,1,1444,15,radio/TV
633,19,0,2,2,1,1980,9,furniture/equipment
634,25,0,1,0,1,1355,24,car
635,47,1,2,0,1,1393,12,education
636,28,0,2,0,4,1376,24,radio/TV
637,21,1,2,0,1,15653,60,radio/TV
638,34,0,2,0,1,1493,12,radio/TV
639,26,1,2,0,1,4370,42,radio/TV
640,27,0,0,0,1,750,18,education
641,38,1,1,0,1,1308,15,repairs
642,40,1,3,0,2,4623,15,education
643,33,1,2,0,1,1851,24,radio/TV
644,32,1,3,0,1,1880,18,radio/TV
645,27,1,2,2,1,7980,36,business
646,32,1,2,0,1,4583,30,furniture/equipment
647,26,0,2,0,4,1386,12,car
648,38,1,2,1,1,947,24,car
649,40,1,1,2,1,684,12,education
650,50,1,3,1,1,7476,48,education
651,37,1,1,0,1,1922,12,furniture/equipment
652,45,1,2,0,1,2303,24,car
653,42,1,3,0,2,8086,36,car
654,35,1,2,0,1,2346,24,car
655,22,1,2,1,1,3973,14,car
656,41,1,1,0,1,888,12,car
657,37,1,2,0,1,10222,48,radio/TV
658,28,0,2,0,1,4221,30,business
659,41,1,2,0,1,6361,18,furniture/equipment
660,23,1,2,2,1,1297,12,radio/TV
661,23,1,2,0,1,900,12,car
662,50,1,2,0,1,2241,21,furniture/equipment
663,35,1,3,0,1,1050,6,furniture/equipment
664,50,0,1,0,1,1047,6,education
665,27,1,3,0,1,6314,24,vacation/others
666,34,1,2,0,3,3496,30,furniture/equipment
667,27,0,2,0,1,3609,48,business
668,43,1,2,2,1,4843,12,car
669,47,1,2,0,1,3017,30,radio/TV
670,27,1,1,0,2,4139,24,business
671,31,1,2,0,2,5742,36,business
672,42,1,3,0,1,10366,60,car
673,24,1,2,0,4,2080,6,car
674,41,1,1,0,4,2580,21,business
675,26,0,3,2,1,4530,30,radio/TV
676,33,1,2,0,1,5150,24,furniture/equipment
677,24,1,2,0,2,5595,72,radio/TV
678,64,1,1,2,1,2384,24,radio/TV
679,26,0,2,0,1,1453,18,radio/TV
680,56,0,2,0,1,1538,6,education
681,37,1,2,1,1,2279,12,radio/TV
682,33,1,2,0,1,1478,15,radio/TV
683,47,1,2,1,1,5103,24,radio/TV
684,31,1,1,0,2,9857,36,business
685,34,1,2,1,2,6527,60,car
686,27,1,2,0,2,1347,10,radio/TV
687,30,1,2,1,2,2862,36,car
688,35,1,2,0,2,2753,9,radio/TV
689,31,1,2,0,3,3651,12,car
690,25,1,2,0,1,975,15,furniture/equipment
691,25,0,1,0,2,2631,15,repairs
692,29,1,2,0,2,2896,24,radio/TV
693,44,1,1,0,1,4716,6,car
694,28,1,2,0,1,2284,24,radio/TV
695,50,1,2,2,4,1236,6,car
696,29,1,2,0,1,1103,12,radio/TV
697,38,0,0,0,1,926,12,car
698,24,1,2,0,1,1800,18,radio/TV
699,40,1,3,2,1,1905,15,education
700,29,0,1,2,4,1123,12,furniture/equipment
701,46,1,2,1,1,6331,48,car
702,47,0,2,1,2,1377,24,radio/TV
703,41,1,2,0,2,2503,30,business
704,32,0,2,0,1,2528,27,business
705,35,0,2,1,4,5324,15,car
706,24,1,2,0,2,6560,48,car
707,25,0,2,2,1,2969,12,furniture/equipment
708,25,0,2,0,1,1206,9,radio/TV
709,37,1,1,0,1,2118,9,radio/TV
710,32,1,3,0,4,629,18,radio/TV
711,35,0,2,1,1,1198,6,education
712,46,1,3,0,1,2476,21,car
713,25,1,1,0,1,1138,9,radio/TV
714,27,1,3,0,1,14027,60,car
715,63,1,2,0,1,7596,30,car
716,40,1,2,0,1,3077,30,radio/TV
717,32,1,3,1,1,1505,18,radio/TV
718,31,1,2,0,2,3148,24,radio/TV
719,31,1,2,0,2,6148,20,car
720,34,1,3,0,1,1337,9,radio/TV
721,24,0,2,2,3,433,6,education
722,24,0,1,0,1,1228,12,car
723,66,0,1,0,4,790,9,radio/TV
724,21,0,2,2,1,2570,27,car
725,41,0,1,0,3,250,6,car
726,47,1,1,0,4,1316,15,radio/TV
727,25,0,2,2,1,1882,18,radio/TV
728,59,0,2,2,1,6416,48,business
729,36,1,2,0,3,1275,24,business
730,33,1,2,0,1,6403,24,radio/TV
731,21,1,1,2,1,1987,24,radio/TV
732,44,0,1,0,1,760,8,radio/TV
733,28,0,2,2,3,2603,24,car
734,37,0,2,0,1,3380,4,car
735,29,0,0,0,1,3990,36,domestic appliances
736,23,0,3,2,1,11560,24,car
737,35,1,1,0,2,4380,18,car
738,45,1,3,0,1,6761,6,car
739,26,0,1,2,2,4280,30,business
740,32,1,2,0,2,2325,24,car
741,23,1,1,0,1,1048,10,radio/TV
742,41,1,2,0,4,3160,21,radio/TV
743,22,1,2,0,4,2483,24,furniture/equipment
744,30,1,3,0,1,14179,39,furniture/equipment
745,28,1,1,0,1,1797,13,business
746,23,0,2,2,1,2511,15,car
747,37,0,1,0,1,1274,12,car
748,26,1,2,0,1,5248,21,car
749,33,1,2,0,1,3029,15,car
750,49,0,2,0,1,428,6,furniture/equipment
751,23,0,1,0,1,976,18,car
752,23,0,1,2,2,841,12,business
753,25,0,2,0,1,5771,30,radio/TV
754,55,1,2,1,3,1555,12,repairs
755,32,0,2,2,1,1285,24,car
756,74,1,0,0,1,1299,6,car
757,39,1,2,1,1,1271,15,radio/TV
758,31,1,2,0,1,1393,24,car
759,35,1,2,0,1,691,12,car
760,59,0,2,0,1,5045,15,car
761,24,0,2,2,1,2124,18,furniture/equipment
762,24,1,1,0,1,2214,12,radio/TV
763,30,1,3,1,2,12680,21,car
764,27,1,2,0,2,2463,24,car
765,40,1,1,0,1,1155,12,radio/TV
766,31,1,1,0,1,3108,30,furniture/equipment
767,31,0,2,2,1,2901,10,car
768,28,1,2,2,1,3617,12,furniture/equipment
769,63,1,1,0,1,1655,12,radio/TV
770,26,0,2,2,1,2812,24,car
771,25,0,3,0,1,8065,36,education
772,36,1,3,0,1,3275,21,car
773,52,1,2,0,2,2223,24,radio/TV
774,66,1,0,1,4,1480,12,car
775,25,0,2,2,1,1371,24,car
776,37,1,2,0,1,3535,36,car
777,25,0,2,0,1,3509,18,radio/TV
778,38,1,3,0,3,5711,36,car
779,67,0,2,0,1,3872,18,repairs
780,25,1,2,0,1,4933,39,radio/TV
781,60,1,2,0,3,1940,24,car
782,31,1,1,0,1,1410,12,education
783,23,0,1,0,2,836,12,car
784,60,1,3,0,3,6468,20,car
785,35,1,1,0,3,1941,18,business
786,40,1,2,0,4,2675,22,radio/TV
787,38,1,2,0,1,2751,48,car
788,50,1,2,1,1,6224,48,education
789,27,1,2,0,1,5998,40,education
790,39,0,2,0,1,1188,21,business
791,41,1,3,0,1,6313,24,car
792,27,1,2,0,1,1221,6,furniture/equipment
793,51,1,2,1,1,2892,24,furniture/equipment
794,32,1,2,2,4,3062,24,furniture/equipment
795,22,0,2,2,2,2301,9,furniture/equipment
796,51,1,2,1,1,7511,18,car
797,22,0,1,2,1,1258,12,furniture/equipment
798,54,1,2,0,1,717,24,car
799,35,1,0,0,1,1549,9,car
800,54,1,2,1,1,1597,24,education
801,48,0,1,2,1,1795,18,radio/TV
802,24,0,2,0,1,4272,20,furniture/equipment
803,35,1,2,0,1,976,12,radio/TV
804,24,0,0,2,1,7472,12,car
805,24,1,2,0,1,9271,36,car
806,26,1,1,0,1,590,6,radio/TV
807,65,1,2,0,1,930,12,radio/TV
808,55,1,3,1,1,9283,42,car
809,26,0,0,2,1,1778,15,car
810,26,1,2,0,1,907,8,business
811,28,1,1,0,1,484,6,radio/TV
812,24,1,2,0,1,9629,36,car
813,54,1,2,0,1,3051,48,domestic appliances
814,46,1,2,1,1,3931,48,car
815,54,0,2,2,1,7432,36,car
816,62,1,2,0,4,1338,6,domestic appliances
817,24,0,2,2,1,1554,6,radio/TV
818,43,1,3,0,1,15857,36,vacation/others
819,26,1,2,0,1,1345,18,radio/TV
820,27,1,2,0,1,1101,12,car
821,24,1,2,0,1,3016,12,radio/TV
822,41,1,2,0,1,2712,36,furniture/equipment
823,47,1,1,0,1,731,8,car
824,35,1,3,0,1,3780,18,furniture/equipment
825,30,1,2,0,1,1602,21,car
826,33,0,2,2,1,3966,18,car
827,36,1,2,0,1,4165,18,business
828,47,1,2,1,4,8335,36,car
829,38,1,2,1,4,6681,48,business
830,44,1,2,0,4,2375,24,business
831,23,0,2,2,1,1216,18,car
832,29,1,2,2,1,11816,45,business
833,42,0,2,0,1,5084,24,radio/TV
834,25,0,1,0,1,2327,15,radio/TV
835,48,1,2,0,1,1082,12,car
836,21,0,2,0,1,886,12,radio/TV
837,23,0,1,2,1,601,4,furniture/equipment
838,63,1,2,0,1,2957,24,car
839,46,1,2,0,1,2611,24,radio/TV
840,29,1,2,0,1,5179,36,furniture/equipment
841,28,1,1,0,1,2993,21,car
842,23,0,2,0,1,1943,18,repairs
843,50,1,2,0,1,1559,24,business
844,47,1,2,0,1,3422,18,furniture/equipment
845,35,1,2,0,1,3976,21,furniture/equipment
846,68,1,2,2,1,6761,18,car
847,28,1,2,0,1,1249,24,car
848,59,1,2,0,1,1364,9,radio/TV
849,57,1,1,0,1,709,12,radio/TV
850,33,1,2,2,1,2235,20,car
851,43,1,2,0,1,4042,24,car
852,35,1,2,1,1,1471,15,radio/TV
853,32,1,1,1,1,1442,18,car
854,45,1,2,0,1,10875,36,car
855,33,1,2,0,2,1474,24,car
856,40,0,2,0,1,894,10,education
857,28,1,2,1,1,3343,15,furniture/equipment
858,29,0,2,0,1,3959,15,car
859,26,1,2,2,2,3577,9,car
860,27,1,2,0,3,5804,24,car
861,28,1,2,0,1,2169,18,business
862,35,0,2,0,1,2439,24,radio/TV
863,32,1,1,0,3,4526,27,furniture/equipment
864,25,1,1,2,1,2210,10,furniture/equipment
865,20,0,2,2,4,2221,15,furniture/equipment
866,27,0,2,0,1,2389,18,radio/TV
867,42,1,2,0,1,3331,12,furniture/equipment
868,37,1,2,0,1,7409,36,business
869,24,0,2,2,1,652,12,furniture/equipment
870,40,0,2,0,4,7678,36,furniture/equipment
871,46,1,2,0,1,1343,6,car
872,26,1,2,0,2,1382,24,business
873,24,0,2,0,1,874,15,domestic appliances
874,29,1,1,0,1,3590,12,furniture/equipment
875,40,0,2,0,3,1322,11,car
876,36,1,3,1,1,1940,18,radio/TV
877,28,1,2,0,1,3595,36,radio/TV
878,27,1,3,1,1,1422,9,car
879,36,1,2,0,1,6742,30,radio/TV
880,38,1,3,0,1,7814,24,car
881,48,1,2,1,1,9277,24,car
882,36,1,2,0,1,2181,30,car
883,65,0,0,0,1,1098,18,radio/TV
884,43,1,2,0,1,4057,24,furniture/equipment
885,53,0,2,0,1,795,12,education
886,34,1,2,0,1,2825,24,business
887,23,1,2,0,1,15672,48,business
888,34,1,3,0,1,6614,36,car
889,40,1,2,2,1,7824,28,car
890,43,1,3,0,1,2442,27,business
891,46,1,2,0,1,1829,15,radio/TV
892,38,1,1,0,1,2171,12,car
893,34,1,2,0,1,5800,36,car
894,29,1,2,0,1,1169,18,radio/TV
895,31,1,3,0,1,8947,36,car
896,28,0,3,2,1,2606,21,radio/TV
897,35,0,2,0,3,1592,12,furniture/equipment
898,33,0,1,2,1,2186,15,furniture/equipment
899,42,1,2,0,1,4153,18,furniture/equipment
900,43,1,2,2,1,2625,16,car
901,44,1,2,0,1,3485,20,car
902,42,1,2,1,1,10477,36,car
903,40,1,2,2,1,1386,15,radio/TV
904,36,1,3,0,1,1278,24,radio/TV
905,20,1,3,2,1,1107,12,radio/TV
906,24,1,1,0,1,3763,21,car
907,27,1,2,0,1,3711,36,education
908,46,0,1,0,1,3594,15,car
909,33,0,1,0,1,3195,9,car
910,34,0,2,0,1,4454,36,radio/TV
911,25,0,1,0,1,4736,24,furniture/equipment
912,25,0,2,0,3,2991,30,radio/TV
913,28,1,2,0,3,2142,11,business
914,31,1,2,2,1,3161,24,business
915,32,0,3,0,1,18424,48,vacation/others
916,32,1,2,0,2,2848,10,car
917,68,1,3,0,1,14896,6,car
918,33,1,2,0,2,2359,24,furniture/equipment
919,39,1,3,2,1,3345,24,furniture/equipment
920,28,0,2,0,1,1817,18,furniture/equipment
921,37,1,3,0,4,12749,48,radio/TV
922,22,0,2,2,1,1366,9,radio/TV
923,30,1,2,2,1,2002,12,car
924,55,1,2,0,1,6872,24,furniture/equipment
925,46,1,2,0,1,697,12,car
926,21,0,2,2,1,1049,18,furniture/equipment
927,39,1,2,1,1,10297,48,car
928,58,1,2,0,1,1867,30,radio/TV
929,43,1,1,0,1,1344,12,car
930,24,1,1,0,1,1747,24,furniture/equipment
931,22,0,2,0,1,1670,9,radio/TV
932,30,1,2,0,1,1224,9,car
933,42,1,2,0,4,522,12,radio/TV
934,23,0,2,0,1,1498,12,radio/TV
935,30,1,3,0,2,1919,30,radio/TV
936,28,0,1,0,1,745,9,radio/TV
937,30,1,3,2,1,2063,6,radio/TV
938,42,1,2,1,1,6288,60,education
939,46,1,3,0,1,6842,24,car
940,45,1,3,0,1,3527,12,car
941,31,1,1,0,1,1546,10,car
942,31,1,2,0,1,929,24,furniture/equipment
943,42,1,1,0,1,1455,4,car
944,46,0,2,2,1,1845,15,furniture/equipment
945,30,0,2,0,4,8358,48,car
946,30,1,2,1,4,3349,24,furniture/equipment
947,38,1,3,0,1,2859,12,car
948,43,1,1,0,1,1533,18,furniture/equipment
949,31,1,2,0,2,3621,24,radio/TV
950,40,1,0,0,1,3590,18,business
951,24,1,2,0,1,2145,36,business
952,28,0,2,2,4,4113,24,car
953,26,0,3,0,1,10974,36,furniture/equipment
954,29,0,2,0,1,1893,12,car
955,57,0,3,2,3,1231,24,radio/TV
956,49,1,1,0,1,3656,30,radio/TV
957,37,1,1,0,1,1154,9,radio/TV
958,45,1,1,0,1,4006,28,car
959,30,1,2,1,2,3069,24,furniture/equipment
960,30,1,2,2,1,1740,6,radio/TV
961,47,1,2,0,1,2353,21,car
962,29,1,2,0,4,3556,15,car
963,35,1,2,0,4,2397,24,radio/TV
964,22,1,1,0,1,454,6,repairs
965,26,0,2,0,4,1715,30,radio/TV
966,23,1,1,0,4,2520,27,radio/TV
967,54,0,3,2,1,3568,15,radio/TV
968,29,1,2,2,1,7166,42,radio/TV
969,40,1,1,0,1,3939,11,car
970,22,1,2,0,2,1514,15,repairs
971,43,1,1,0,1,7393,24,car
972,29,0,0,2,1,1193,24,car
973,36,1,2,2,1,7297,60,business
974,33,0,2,0,1,2831,30,radio/TV
975,57,0,1,0,4,1258,24,radio/TV
976,64,0,2,0,1,753,6,radio/TV
977,42,1,2,0,1,2427,18,business
978,47,1,1,0,1,2538,24,car
979,25,1,2,2,2,1264,15,car
980,49,1,2,0,1,8386,30,furniture/equipment
981,33,1,3,2,1,4844,48,business
982,28,0,3,0,2,2923,21,car
983,26,1,2,0,1,8229,36,car
984,30,1,1,0,1,2028,24,furniture/equipment
985,25,0,2,2,1,1433,15,furniture/equipment
986,33,1,2,0,1,6289,42,business
987,64,0,2,0,2,1409,13,radio/TV
988,29,1,3,1,1,6579,24,car
989,48,1,1,0,1,1743,24,radio/TV
990,37,1,1,0,2,3565,12,education
991,34,1,1,0,2,1569,15,radio/TV
992,23,1,1,2,1,1936,18,radio/TV
993,30,1,3,0,1,3959,36,furniture/equipment
994,50,1,2,0,1,2390,12,car
995,31,0,1,0,1,1736,12,furniture/equipment
996,40,1,3,0,1,3857,30,car
997,38,1,2,0,1,804,12,radio/TV
998,23,1,2,1,1,1845,45,radio/TV
999,27,1,2,0,2,4576,45,car
